orig_sen_idx	condition	sen	counter_sen	token	full_npi	env	labels
44646	(1, 1, 1)	Has the actress hugged the children in 	The actress has hugged the children in 	years	in years	simplequestions	downward
9274	(1, 1, 1)	If the waiter has seen the chairs in 	While the waiter has seen the chairs in 	years	in years	conditional	downward
22700	(1, 1, 1)	Only a driver sang 	Even a driver sang 	either	either	only	downward
42675	(1, 1, 1)	Had the man ran around 	The man had ran around 	any	any	simplequestions	downward
42210	(1, 1, 1)	Has the dancer praised 	The dancer has praised 	any	any	simplequestions	downward
16053	(0, 1, 1)	Some boys had said that 	No boys had said that 	any	any	determiner_negation_biclausal	upward
32179	(0, 1, 1)	The patients have said that the customers could praise the ladies at 	The patients have wondered whether the customers could praise ladies at 	all	at all	questions	upward
22570	(0, 1, 1)	Even the man is screaming 	Only the man is screaming 	either	either	only	upward
7340	(0, 1, 1)	While the teachers respect the boys 	If the teachers respect the boys 	yet	yet	conditional	upward
33538	(0, 1, 1)	The drivers have said that the boy exits movie theaters in 	The drivers have wondered whether the boy exits the movie theaters in 	years	in years	questions	upward
46069	(1, 1, 1)	Will the student resemble the art galleries 	The student will resemble the art galleries 	either	either	simplequestions	downward
20336	(1, 1, 1)	Only the women kissed boys 	Even the women kissed boys 	yet	yet	only	downward
26577	(1, 1, 1)	Every pedestrian who kisses some boys at 	The pedestrian who kisses some boys at 	all	at all	quantifier	downward
12281	(1, 1, 1)	None of the women have explained that the movies could disagree 	Some women have explained that the movies could disagree 	yet	yet	determiner_negation_biclausal	downward
39332	(1, 1, 1)	The teachers have not explained that the plays were criticizing the public parks 	The teachers have really explained that the plays were criticizing the public parks 	either	either	sentential_negation_biclausal	downward
49239	(0, 1, 1)	The child who remembered the popular teenagers at 	The child who remembered the most popular teenagers at 	all	at all	superlative	upward
37412	(1, 1, 1)	The pedestrians have not thought that the lady had struggled at 	The pedestrians have really thought that the lady had struggled at 	all	at all	sentential_negation_biclausal	downward
8994	(1, 1, 1)	If the women hug the teenagers at 	While the women hug the teenagers at 	all	at all	conditional	downward
23487	(1, 1, 1)	Every student who examines 	The student who examines 	any	any	quantifier	downward
2737	(0, 1, 1)	The patients who often lift forks at 	The patients who barely lift forks at 	all	at all	adverbs	upward
31054	(1, 1, 1)	The waitresses have wondered whether the cashier was working with teachers 	The waitresses have said that the cashier was working with the teachers 	yet	yet	questions	downward
8380	(1, 1, 1)	If the boys observe the patients at 	While the boys observe the patients at 	all	at all	conditional	downward
17960	(0, 1, 1)	Even the teenagers do 	Only the teenagers do 	ever	ever	only	upward
50356	(0, 1, 1)	The teacher who brought the good rugs 	The teacher who brought the best rugs 	yet	yet	superlative	upward
33646	(1, 1, 1)	The pedestrians have wondered whether the actress was wearing the pants in 	The pedestrians have said that the actress was wearing pants in 	years	in years	questions	downward
22992	(1, 1, 1)	Only the guest does speak up 	Even the guest does speak up 	either	either	only	downward
19375	(1, 1, 1)	Only the actresses spin around at 	Even the actresses spin around at 	all	at all	only	downward
37572	(0, 1, 1)	A senator is really thinking that the movie theaters will resemble the public parks at 	A senator is not thinking that the movie theaters will resemble the public parks at 	all	at all	sentential_negation_biclausal	upward
36963	(1, 1, 1)	The men might not imagine that the actresses have painted 	The men might really imagine that the actresses have painted 	yet	yet	sentential_negation_biclausal	downward
47613	(1, 1, 1)	A patient had talked about the biggest patient that the student had 	A patient had talked about the big patient that the student had 	ever	ever	superlative	downward
3889	(0, 1, 1)	The actresses who often loved fish in 	The actresses who barely loved fish in 	years	in years	adverbs	upward
41372	(1, 1, 1)	Will the cashiers 	The cashiers will 	ever	ever	simplequestions	downward
47682	(0, 1, 1)	The girls dislike the young ladies that the patient had 	The girls dislike the youngest ladies that the patient had 	ever	ever	superlative	upward
45614	(1, 1, 1)	Will the teacher admire the ladies 	The teacher will admire the ladies 	yet	yet	simplequestions	downward
36629	(0, 1, 1)	A customer has really imagined that the books were disagreeing 	A customer has not imagined that the books were disagreeing 	yet	yet	sentential_negation_biclausal	upward
28086	(1, 1, 1)	Every person who likes many forks 	Some person who likes many forks 	either	either	quantifier	downward
46924	(0, 1, 1)	The guests are buying the forks 	Are the guests buying the forks 	either	either	simplequestions	upward
43867	(0, 1, 1)	The teacher was lifting the shoes at 	Was the teacher lifting the shoes at 	all	at all	simplequestions	upward
40510	(0, 1, 1)	Those gals would really imagine that 	Those gals would not imagine that 	any	any	sentential_negation_biclausal	upward
34454	(1, 1, 1)	The women have wondered whether the children are being at the public parks 	The women have said that the children are being at the public parks 	either	either	questions	downward
38905	(1, 1, 1)	The woman has not said that a waitress had chuckled in 	The woman has really said that a waitress had chuckled in 	years	in years	sentential_negation_biclausal	downward
18463	(0, 1, 1)	Even the guests do reference 	Only the guests do reference 	any	any	only	upward
33428	(1, 1, 1)	The boys have wondered whether the children are watching the dancers in 	The boys have said that the children are watching dancers in 	years	in years	questions	downward
29012	(1, 1, 1)	The adults wonder whether the waitress 	The adults say that the waitress 	ever	ever	questions	downward
1732	(0, 1, 1)	The senator who always escapes from 	The senator who scarcely escapes from 	any	any	adverbs	upward
39385	(1, 1, 1)	The child had not said that an actress will drive to the hospital 	The child had really said that an actress will drive to the hospital 	either	either	sentential_negation_biclausal	downward
11406	(1, 1, 1)	None of the boys have 	Some boys have 	ever	ever	determiner_negation_biclausal	downward
15129	(0, 1, 1)	Some dancer has imagined that the children laugh 	No dancer has imagined that the children laugh 	either	either	determiner_negation_biclausal	upward
44050	(1, 1, 1)	Have the pedestrians cared for the women in 	The pedestrians have cared for the women in 	years	in years	simplequestions	downward
33098	(1, 1, 1)	The people have wondered whether the actress should forget the plays in 	The people have said that the actress should forget plays in 	years	in years	questions	downward
17862	(0, 1, 1)	Even the students can 	Only the students can 	ever	ever	only	upward
36239	(1, 1, 1)	The guys do not say that a customer is learning 	The guys do really say that a customer is learning 	yet	yet	sentential_negation_biclausal	downward
42689	(1, 1, 1)	Should the doctor leave 	The doctor should leave 	any	any	simplequestions	downward
43448	(1, 1, 1)	Might the boys buy the glasses at 	The boys might buy the glasses at 	all	at all	simplequestions	downward
16477	(0, 1, 1)	Some drivers are imagining that 	No drivers are imagining that 	any	any	determiner_negation_biclausal	upward
32390	(1, 1, 1)	The waiters have wondered whether the actors leave grocery stores at 	The waiters have said that the actors leave the grocery stores at 	all	at all	questions	downward
18294	(0, 1, 1)	Even the drivers scanned 	Only the drivers scanned 	any	any	only	upward
49708	(1, 1, 1)	The children who drove to the most popular high schools at 	The children who drove to the popular high schools at 	all	at all	superlative	downward
18092	(0, 1, 1)	Even the children had brought 	Only the children had brought 	any	any	only	upward
20188	(1, 1, 1)	Only the guests admire ladies 	Even the guests admire ladies 	yet	yet	only	downward
40719	(1, 1, 1)	Those waiters are not saying that 	Those waiters are really saying that 	any	any	sentential_negation_biclausal	downward
25015	(0, 1, 1)	A lot of men who drove to schools 	All men who drove to schools 	yet	yet	quantifier	upward
33599	(0, 1, 1)	The actresses have said that the patient does arrive at public parks in 	The actresses have wondered whether the patient does arrive at the public parks in 	years	in years	questions	upward
4109	(1, 1, 1)	A person who rarely resembles glasses 	A person who sometimes resembles glasses 	either	either	adverbs	downward
33828	(1, 1, 1)	The teenagers have wondered whether the waitress resembles the movie theaters in 	The teenagers have said that the waitress resembles movie theaters in 	years	in years	questions	downward
13179	(1, 1, 1)	None of the waitresses say that the plates resemble a man at 	Some waitresses say that the plates resemble a man at 	all	at all	determiner_negation_biclausal	downward
26004	(0, 1, 1)	Some teacher who was bringing books at 	Every teacher who was bringing books at 	all	at all	quantifier	upward
25268	(0, 1, 1)	More than three guests who were cleaning pants 	Any guests who were cleaning pants 	yet	yet	quantifier	upward
7415	(1, 1, 1)	If the customers like the actresses 	While the customers like the actresses 	yet	yet	conditional	downward
36287	(1, 1, 1)	A waitress had not thought that the bank did resemble the restaurant 	A waitress had really thought that the bank did resemble the restaurant 	yet	yet	sentential_negation_biclausal	downward
11023	(0, 1, 1)	Some teenagers have 	No teenagers have 	ever	ever	determiner_negation_biclausal	upward
1279	(0, 1, 1)	A pedestrian who often does investigate 	A pedestrian who hardly does investigate 	any	any	adverbs	upward
45917	(0, 1, 1)	The patient was passing the art galleries 	Was the patient passing the art galleries 	yet	yet	simplequestions	upward
40278	(1, 1, 1)	The girls did not think that 	The girls did really think that 	any	any	sentential_negation_biclausal	downward
10501	(0, 1, 1)	While the cashier boycotts the museums 	If the cashier boycotts the museums 	either	either	conditional	upward
37508	(1, 1, 1)	An actor was not thinking that the reports did insult the museum at 	An actor was really thinking that the reports did insult the museum at 	all	at all	sentential_negation_biclausal	downward
46086	(0, 1, 1)	The senators are wearing the pants 	Are the senators wearing the pants 	either	either	simplequestions	upward
52588	(0, 1, 1)	The waitresses who visited the fast pedestrian 	The waitresses who visited the fastest pedestrian 	either	either	superlative	upward
21030	(0, 1, 1)	Even the girls have sold plates in 	Only the girls have sold plates in 	years	in years	only	upward
9005	(1, 1, 1)	If the ladies have talked to the waiters in 	While the ladies have talked to the waiters in 	years	in years	conditional	downward
14933	(0, 1, 1)	Some student had thought that the gals have sold the books in 	No student had thought that the gals have sold the books in 	years	in years	determiner_negation_biclausal	upward
36841	(0, 1, 1)	The teachers were really thinking that the waitresses had interacted 	The teachers were not thinking that the waitresses had interacted 	yet	yet	sentential_negation_biclausal	upward
24172	(1, 1, 1)	Any men who had 	More than three men who had 	ever	ever	quantifier	downward
36147	(0, 1, 1)	The actors will really think that the bank will resemble the adult 	The actors will not think that the bank will resemble the adult 	yet	yet	sentential_negation_biclausal	upward
36124	(0, 1, 1)	The teenagers were really thinking that the gals had hugged a doctor 	The teenagers were not thinking that the gals had hugged a doctor 	yet	yet	sentential_negation_biclausal	upward
18469	(1, 1, 1)	Only the teenagers insult 	Even the teenagers insult 	any	any	only	downward
38502	(1, 1, 1)	The cashiers had not imagined that the documentary has praised the guys in 	The cashiers had really imagined that the documentary has praised the guys in 	years	in years	sentential_negation_biclausal	downward
18860	(1, 1, 1)	Only the girls described 	Even the girls described 	any	any	only	downward
18225	(1, 1, 1)	Only the girls return to 	Even the girls return to 	any	any	only	downward
31287	(0, 1, 1)	The adults have said that the senator has worn the glasses 	The adults have wondered whether the senator has worn glasses 	yet	yet	questions	upward
18410	(0, 1, 1)	Even the doctors had been at 	Only the doctors had been at 	any	any	only	upward
20193	(1, 1, 1)	Only the boys care for customers 	Even the boys care for customers 	yet	yet	only	downward
44399	(0, 1, 1)	The ladies had lifted the dishes in 	Had the ladies lifted the dishes in 	years	in years	simplequestions	upward
20891	(1, 1, 1)	Only the adults flirted 	Even the adults flirted 	yet	yet	only	downward
34847	(0, 1, 1)	The pedestrians have said that the teenager had referenced the drivers 	The pedestrians have wondered whether the teenager had referenced the drivers 	either	either	questions	upward
38405	(1, 1, 1)	The students had not explained that the play has disagreed in 	The students had really explained that the play has disagreed in 	years	in years	sentential_negation_biclausal	downward
47147	(1, 1, 1)	A person should watch the fastest doctors that the waiter has 	A person should watch the fast doctors that the waiter has 	ever	ever	superlative	downward
6441	(0, 1, 1)	While the cashiers see 	If the cashiers see 	any	any	conditional	upward
10843	(0, 1, 1)	While the waiter references the pedestrians 	If the waiter references the pedestrians 	either	either	conditional	upward
24451	(0, 1, 1)	Some guests who 	All guests who 	ever	ever	quantifier	upward
40833	(0, 1, 1)	Those adults are really saying that 	Those adults are not saying that 	any	any	sentential_negation_biclausal	upward
42066	(0, 1, 1)	The woman did hug 	Did the woman hug 	any	any	simplequestions	upward
52857	(1, 1, 1)	The pedestrians who scanned the longest newspaper article 	The pedestrians who scanned the long newspaper article 	either	either	superlative	downward
38550	(1, 1, 1)	The guests had not imagined that the actresses had talked to a dancer in 	The guests had really imagined that the actresses had talked to a dancer in 	years	in years	sentential_negation_biclausal	downward
31272	(0, 1, 1)	The waiters have said that the dancer could approach the girls 	The waiters have wondered whether the dancer could approach girls 	yet	yet	questions	upward
22622	(1, 1, 1)	Only a boy was approving 	Even a boy was approving 	either	either	only	downward
13540	(0, 1, 1)	Some dancer is explaining that the senators had smiled at 	No dancer is explaining that the senators had smiled at 	all	at all	determiner_negation_biclausal	upward
13614	(1, 1, 1)	No adult is saying that the pants shrank at 	Some adult is saying that the pants shrank at 	all	at all	determiner_negation_biclausal	downward
13717	(1, 1, 1)	No adult said that the drivers might clean the reports at 	Some adult said that the drivers might clean the reports at 	all	at all	determiner_negation_biclausal	downward
15097	(0, 1, 1)	Some waitresses would explain that the cups resemble the commentaries 	None of the waitresses would explain that the cups resemble the commentaries 	either	either	determiner_negation_biclausal	upward
30300	(1, 1, 1)	The actors wonder whether the child escapes from 	The actors say that the child escapes from 	any	any	questions	downward
51328	(1, 1, 1)	An actress who visited the biggest cafes in 	An actress who visited the big cafes in 	years	in years	superlative	downward
16552	(0, 1, 1)	Some senators did think that 	None of the senators did think that 	any	any	determiner_negation_biclausal	upward
47864	(1, 1, 1)	The guests have talked to the fastest people that the dancers had 	The guests have talked to the fast people that the dancers had 	ever	ever	superlative	downward
36448	(1, 1, 1)	A driver was not thinking that a child had worked with the students 	A driver was really thinking that a child had worked with the students 	yet	yet	sentential_negation_biclausal	downward
4978	(1, 1, 1)	The waiter who hardly concurred 	The waiter who sometimes concurred 	either	either	adverbs	downward
16633	(0, 1, 1)	Some actors explained that 	No actors explained that 	any	any	determiner_negation_biclausal	upward
26722	(1, 1, 1)	All teachers who had hugged the guys at 	Many teachers who had hugged the guys at 	all	at all	quantifier	downward
4130	(0, 1, 1)	The adults who had sometimes observed teachers 	The adults who had seldom observed teachers 	either	either	adverbs	upward
28510	(1, 1, 1)	Every teacher who had boycotted many college campuses 	A teacher who had boycotted many college campuses 	either	either	quantifier	downward
10176	(1, 1, 1)	If the lady leaves the guests 	While the lady leaves the guests 	either	either	conditional	downward
33358	(0, 1, 1)	The patients have said that the waiter walks through public parks in 	The patients have wondered whether the waiter walks through the public parks in 	years	in years	questions	upward
14463	(0, 1, 1)	Some child said that the adults married in 	No child said that the adults married in 	years	in years	determiner_negation_biclausal	upward
21335	(1, 1, 1)	Only a patient resembled pants in 	Even a patient resembled pants in 	years	in years	only	downward
20321	(0, 1, 1)	Even the actresses reacted 	Only the actresses reacted 	yet	yet	only	upward
31981	(1, 1, 1)	The men have wondered whether the senators skate around cafes 	The men have said that the senators skate around the cafes 	yet	yet	questions	downward
31531	(1, 1, 1)	The guys have wondered whether the pedestrian can tour art galleries 	The guys have said that the pedestrian can tour the art galleries 	yet	yet	questions	downward
12611	(0, 1, 1)	Some gals had imagined that the boys can eat 	No gals had imagined that the boys can eat 	yet	yet	determiner_negation_biclausal	upward
7132	(0, 1, 1)	While the waiter discusses the guys 	If the waiter discusses the guys 	yet	yet	conditional	upward
11094	(1, 1, 1)	No teacher was 	Some teacher was 	ever	ever	determiner_negation_biclausal	downward
50490	(1, 1, 1)	The men who kissed the happiest adults 	The men who kissed the happy adults 	yet	yet	superlative	downward
27055	(0, 1, 1)	Many women who had investigated more than three pedestrians in 	Any women who had investigated more than three pedestrians in 	years	in years	quantifier	upward
19435	(0, 1, 1)	Even the patient could skate around public parks at 	Only the patient could skate around public parks at 	all	at all	only	upward
8362	(1, 1, 1)	If the actress boycotts the cafes at 	While the actress boycotts the cafes at 	all	at all	conditional	downward
35392	(1, 1, 1)	An adult was not 	An adult was really 	ever	ever	sentential_negation_biclausal	downward
50177	(0, 1, 1)	The drivers who examined the long reports 	The drivers who examined the longest reports 	yet	yet	superlative	upward
25513	(0, 1, 1)	The pedestrians who had escaped from some teenagers 	All pedestrians who had escaped from some teenagers 	yet	yet	quantifier	upward
7812	(0, 1, 1)	While the patient hates the drivers 	If the patient hates the drivers 	yet	yet	conditional	upward
52657	(0, 1, 1)	The doctors who disliked the old customer 	The doctors who disliked the oldest customer 	either	either	superlative	upward
23073	(0, 1, 1)	Many waitresses who did buy 	Any waitresses who did buy 	any	any	quantifier	upward
3186	(0, 1, 1)	The doctors who always laughed in 	The doctors who seldom laughed in 	years	in years	adverbs	upward
14615	(1, 1, 1)	None of the boys have imagined that the senators cried in 	Some boys have imagined that the senators cried in 	years	in years	determiner_negation_biclausal	downward
45656	(0, 1, 1)	The guys had cared for the teenagers 	Had the guys cared for the teenagers 	yet	yet	simplequestions	upward
13607	(1, 1, 1)	No girl said that the plays did disagree at 	Some girl said that the plays did disagree at 	all	at all	determiner_negation_biclausal	downward
9525	(0, 1, 1)	While the senators had arrived at the public parks in 	If the senators had arrived at the public parks in 	years	in years	conditional	upward
52558	(0, 1, 1)	The girls who remembered the small books 	The girls who remembered the smallest books 	either	either	superlative	upward
20702	(1, 1, 1)	Only the doctors know men 	Even the doctors know men 	yet	yet	only	downward
26918	(1, 1, 1)	Every teenager who was admiring some customers at 	The teenager who was admiring some customers at 	all	at all	quantifier	downward
34216	(0, 1, 1)	The waiters have said that the senators were exiting the banks 	The waiters have wondered whether the senators were exiting the banks 	either	either	questions	upward
37713	(0, 1, 1)	The man had really imagined that the book has referenced the children at 	The man had not imagined that the book has referenced the children at 	all	at all	sentential_negation_biclausal	upward
41052	(0, 1, 1)	The ladies had 	Had the ladies 	ever	ever	simplequestions	upward
16396	(1, 1, 1)	No drivers are explaining that 	Some drivers are explaining that 	any	any	determiner_negation_biclausal	downward
30247	(0, 1, 1)	The guys say that the senators exit 	The guys wonder whether the senators exit 	any	any	questions	upward
10841	(1, 1, 1)	If the guest hugs the children 	While the guest hugs the children 	either	either	conditional	downward
48991	(0, 1, 1)	The men are selling the cheap plates that 	The men are selling the cheapest plates that 	any	any	superlative	upward
51426	(1, 1, 1)	The guests who remembered the most popular documentary in 	The guests who remembered the popular documentary in 	years	in years	superlative	downward
48275	(0, 1, 1)	The hospitals do resemble the old couches that 	The hospitals do resemble the oldest couches that 	any	any	superlative	upward
31142	(0, 1, 1)	The waiters have said that the person investigates the boys 	The waiters have wondered whether the person investigates boys 	yet	yet	questions	upward
27452	(0, 1, 1)	Some dancer who praised many actresses in 	Every dancer who praised many actresses in 	years	in years	quantifier	upward
43866	(0, 1, 1)	The child has boycotted the college campuses at 	Has the child boycotted the college campuses at 	all	at all	simplequestions	upward
22207	(1, 1, 1)	Only the cashiers have chuckled 	Even the cashiers have chuckled 	either	either	only	downward
8755	(0, 1, 1)	While the waitresses insult the commentaries at 	If the waitresses insult the commentaries at 	all	at all	conditional	upward
18729	(0, 1, 1)	Even the cashiers toured 	Only the cashiers toured 	any	any	only	upward
7586	(0, 1, 1)	While the child insults the movie theaters 	If the child insults the movie theaters 	yet	yet	conditional	upward
4244	(0, 1, 1)	The women who always whisper 	The women who scarcely whisper 	either	either	adverbs	upward
9763	(1, 1, 1)	If the guest had boycotted the libraries in 	While the guest had boycotted the libraries in 	years	in years	conditional	downward
19999	(0, 1, 1)	Even the girl has remembered public parks at 	Only the girl has remembered public parks at 	all	at all	only	upward
38778	(1, 1, 1)	The women have not imagined that the actors have praised an essay in 	The women have really imagined that the actors have praised an essay in 	years	in years	sentential_negation_biclausal	downward
47087	(1, 1, 1)	The adults could talk about the most popular schools that the adults have 	The adults could talk about the popular schools that the adults have 	ever	ever	superlative	downward
19542	(1, 1, 1)	Only the waiter had washed at 	Even the waiter had washed at 	all	at all	only	downward
43407	(1, 1, 1)	Had the child hugged the boys at 	The child had hugged the boys at 	all	at all	simplequestions	downward
50115	(1, 1, 1)	The man who talked to the smallest girl 	The man who talked to the small girl 	yet	yet	superlative	downward
45929	(1, 1, 1)	Had the people scanned the commentaries 	The people had scanned the commentaries 	yet	yet	simplequestions	downward
48352	(0, 1, 1)	The teachers liked the big people that 	The teachers liked the biggest people that 	any	any	superlative	upward
33610	(0, 1, 1)	The dancers have said that the boys did respect restaurants in 	The dancers have wondered whether the boys did respect the restaurants in 	years	in years	questions	upward
32555	(1, 1, 1)	The students have wondered whether the actors have helped dancers at 	The students have said that the actors have helped the dancers at 	all	at all	questions	downward
1552	(0, 1, 1)	A customer who has always arrived at 	A customer who has hardly arrived at 	any	any	adverbs	upward
7510	(0, 1, 1)	While the teacher hates the reports 	If the teacher hates the reports 	yet	yet	conditional	upward
14521	(1, 1, 1)	No driver said that the ladies had worn a skirt in 	Some driver said that the ladies had worn a skirt in 	years	in years	determiner_negation_biclausal	downward
25667	(0, 1, 1)	Some driver who has scanned documentaries 	Every driver who has scanned documentaries 	yet	yet	quantifier	upward
20168	(0, 1, 1)	Even the cashiers brought rugs 	Only the cashiers brought rugs 	yet	yet	only	upward
14956	(1, 1, 1)	No drivers said that the actresses have discussed a senator in 	Some drivers said that the actresses have discussed a senator in 	years	in years	determiner_negation_biclausal	downward
52924	(0, 1, 1)	A girl who listened to the good doctors 	A girl who listened to the best doctors 	either	either	superlative	upward
1664	(0, 1, 1)	The teenagers who sometimes love 	The teenagers who scarcely love 	any	any	adverbs	upward
13160	(1, 1, 1)	None of the waitresses have imagined that the waiters clean the reports at 	Some waitresses have imagined that the waiters clean the reports at 	all	at all	determiner_negation_biclausal	downward
9575	(1, 1, 1)	If the customer had hated the girls in 	While the customer had hated the girls in 	years	in years	conditional	downward
18378	(1, 1, 1)	Only the drivers are running around 	Even the drivers are running around 	any	any	only	downward
25707	(0, 1, 1)	Some children who are driving to many movie theaters 	Any children who are driving to many movie theaters 	yet	yet	quantifier	upward
33909	(0, 1, 1)	The teachers have said that the actors loved doctors in 	The teachers have wondered whether the actors loved the doctors in 	years	in years	questions	upward
45359	(0, 1, 1)	The woman does like the glasses 	Does the woman like the glasses 	yet	yet	simplequestions	upward
21287	(0, 1, 1)	Even an actress fled from schools in 	Only an actress fled from schools in 	years	in years	only	upward
14618	(0, 1, 1)	Some driver thought that the stories insulted the mall in 	No driver thought that the stories insulted the mall in 	years	in years	determiner_negation_biclausal	upward
8765	(1, 1, 1)	If the children remember the hospitals at 	While the children remember the hospitals at 	all	at all	conditional	downward
21798	(0, 1, 1)	Even the guest died in 	Only the guest died in 	years	in years	only	upward
19293	(0, 1, 1)	Even the actors escape from women at 	Only the actors escape from women at 	all	at all	only	upward
12167	(0, 1, 1)	Some children explained that the actors had walked through the banks 	No children explained that the actors had walked through the banks 	yet	yet	determiner_negation_biclausal	upward
38519	(0, 1, 1)	The adult really said that the pedestrians had replied in 	The adult not said that the pedestrians had replied in 	years	in years	sentential_negation_biclausal	upward
33252	(0, 1, 1)	The men have said that the student would have pants in 	The men have wondered whether the student would have the pants in 	years	in years	questions	upward
37591	(0, 1, 1)	The senators are really explaining that the cars might resemble the essay at 	The senators are not explaining that the cars might resemble the essay at 	all	at all	sentential_negation_biclausal	upward
26238	(1, 1, 1)	Any boys who observed the cashiers at 	A lot of boys who observed the cashiers at 	all	at all	quantifier	downward
39686	(0, 1, 1)	The people had really thought that the high school might resemble the forks 	The people had not thought that the high school might resemble the forks 	either	either	sentential_negation_biclausal	upward
24384	(0, 1, 1)	A man who might 	Every man who might 	ever	ever	quantifier	upward
18495	(1, 1, 1)	Only the boys had explored 	Even the boys had explored 	any	any	only	downward
23538	(1, 1, 1)	Every guest who should watch 	Some guest who should watch 	any	any	quantifier	downward
18043	(1, 1, 1)	Only the waitresses have observed 	Even the waitresses have observed 	any	any	only	downward
22177	(1, 1, 1)	Only the cashier is benefiting 	Even the cashier is benefiting 	either	either	only	downward
13656	(1, 1, 1)	No teachers do say that the libraries can resemble the restaurants at 	Some teachers do say that the libraries can resemble the restaurants at 	all	at all	determiner_negation_biclausal	downward
48227	(1, 1, 1)	The children have praised the youngest waiter that 	The children have praised the young waiter that 	any	any	superlative	downward
52565	(0, 1, 1)	A waitress who liked the big car 	A waitress who liked the biggest car 	either	either	superlative	upward
4386	(0, 1, 1)	The waiters who often praised plays 	The waiters who hardly praised plays 	either	either	adverbs	upward
27111	(0, 1, 1)	Many drivers who visited a lot of waiters in 	Any drivers who visited a lot of waiters in 	years	in years	quantifier	upward
33991	(0, 1, 1)	The guys have said that the dancers will dislike reports in 	The guys have wondered whether the dancers will dislike the reports in 	years	in years	questions	upward
36248	(0, 1, 1)	The actors had really imagined that the adults have driven to the hospital 	The actors had not imagined that the adults have driven to the hospital 	yet	yet	sentential_negation_biclausal	upward
34859	(0, 1, 1)	The patients have said that the women were arriving at the public parks 	The patients have wondered whether the women were arriving at the public parks 	either	either	questions	upward
7347	(1, 1, 1)	If the waitress forgets the girls 	While the waitress forgets the girls 	yet	yet	conditional	downward
26409	(0, 1, 1)	A pedestrian who has praised some boys at 	Every pedestrian who has praised some boys at 	all	at all	quantifier	upward
39320	(0, 1, 1)	The waiters were really thinking that the waiters have reacted 	The waiters were not thinking that the waiters have reacted 	either	either	sentential_negation_biclausal	upward
52878	(0, 1, 1)	The guest who walked through the cheap movie theater 	The guest who walked through the cheapest movie theater 	either	either	superlative	upward
11045	(1, 1, 1)	No guy has 	Some guy has 	ever	ever	determiner_negation_biclausal	downward
49331	(0, 1, 1)	A girl who described the cheap art galleries at 	A girl who described the cheapest art galleries at 	all	at all	superlative	upward
34546	(1, 1, 1)	The cashiers have wondered whether the girls insulted the teachers 	The cashiers have said that the girls insulted the teachers 	either	either	questions	downward
16293	(0, 1, 1)	Some actresses have imagined that 	None of the actresses have imagined that 	any	any	determiner_negation_biclausal	upward
10271	(1, 1, 1)	If the students observe the patients 	While the students observe the patients 	either	either	conditional	downward
4084	(0, 1, 1)	The dancers who often reference essays 	The dancers who barely reference essays 	either	either	adverbs	upward
32330	(1, 1, 1)	The drivers have wondered whether the driver is hugging waiters at 	The drivers have said that the driver is hugging the waiters at 	all	at all	questions	downward
41178	(0, 1, 1)	The teacher has 	Has the teacher 	ever	ever	simplequestions	upward
21146	(1, 1, 1)	Only a senator respected teachers in 	Even a senator respected teachers in 	years	in years	only	downward
10411	(1, 1, 1)	If the customer respects the customers 	While the customer respects the customers 	either	either	conditional	downward
12129	(1, 1, 1)	No ladies thought that the teachers explore the banks 	Some ladies thought that the teachers explore the banks 	yet	yet	determiner_negation_biclausal	downward
34236	(1, 1, 1)	The adults have wondered whether the actress had respected the college campuses 	The adults have said that the actress had respected the college campuses 	either	either	questions	downward
48263	(0, 1, 1)	The high schools resemble the serious customers that 	The high schools resemble the most serious customers that 	any	any	superlative	upward
28806	(0, 1, 1)	The ladies who go to cafes 	All ladies who go to cafes 	either	either	quantifier	upward
17088	(1, 1, 1)	Only the woman 	Even the woman 	ever	ever	only	downward
20173	(0, 1, 1)	Even the women criticize plays 	Only the women criticize plays 	yet	yet	only	upward
52028	(0, 1, 1)	The children who forgot the good book 	The children who forgot the best book 	either	either	superlative	upward
25231	(1, 1, 1)	Every child who dislikes the children 	Some child who dislikes the children 	yet	yet	quantifier	downward
6448	(0, 1, 1)	While the actors flee from 	If the actors flee from 	any	any	conditional	upward
18621	(1, 1, 1)	Only the humans buy 	Even the humans buy 	any	any	only	downward
52703	(1, 1, 1)	The ladies who saw the best forks 	The ladies who saw the good forks 	either	either	superlative	downward
10932	(1, 1, 1)	If the waitress helps the patients 	While the waitress helps the patients 	either	either	conditional	downward
39455	(1, 1, 1)	The children were not thinking that the malls will resemble the cup 	The children were really thinking that the malls will resemble the cup 	either	either	sentential_negation_biclausal	downward
43696	(1, 1, 1)	Were the teenagers watching the students at 	The teenagers were watching the students at 	all	at all	simplequestions	downward
45600	(0, 1, 1)	The actress is running around the malls 	Is the actress running around the malls 	yet	yet	simplequestions	upward
33200	(0, 1, 1)	The senators have said that the children are being at schools in 	The senators have wondered whether the children are being at the schools in 	years	in years	questions	upward
21406	(1, 1, 1)	Only the lady has waved in 	Even the lady has waved in 	years	in years	only	downward
8092	(0, 1, 1)	While the patient works with the waiters at 	If the patient works with the waiters at 	all	at all	conditional	upward
14019	(1, 1, 1)	No girls had imagined that the pants had shrunk in 	Some girls had imagined that the pants had shrunk in 	years	in years	determiner_negation_biclausal	downward
10794	(1, 1, 1)	If the patient observes the actors 	While the patient observes the actors 	either	either	conditional	downward
